,title,country,date_added,release_year,rating,listed_in,description,target
1904,The Creative Indians,India,"August 24, 2020",2020,TV-MA,"Docuseries, International TV Shows","From chefs and comedians to filmmakers and fashion designers, India’s most notable imaginative minds share their artistic journeys.",True
1905,The Crime,Poland,"November 26, 2019",2015,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",The peaceful lives of the residents inhabiting a breathtaking seaside town are shaken following a series of macabre crimes.,True
1906,The Crown,"United Kingdom, United States","November 15, 2020",2020,TV-MA,"British TV Shows, International TV Shows, TV Dramas",This drama follows the political rivalries and romance of Queen Elizabeth II's reign and the events that shaped the second half of the 20th century.,True
1907,The Cuba Libre Story,"France, Germany","December 8, 2016",2015,TV-14,"Docuseries, International TV Shows","This documentary series recounts the tumultuous history of Cuba, a nation of foreign conquest, freedom fighters and Cold War political machinations.",False
1908,The Curious Creations of Christine McConnell,United States,"October 12, 2018",2018,TV-PG,"TV Comedies, TV Mysteries","Wickedly talented baker and artist Christine McConnell fills her home with haunting confections, creepy crafts – and wildly inappropriate creatures.",False
1909,The Curse of Oak Island,United States,"September 15, 2019",2016,TV-PG,"Docuseries, Science & Nature TV","On an ominous island off of Nova Scotia, two brothers chase historical theories on a quest for enigmatic treasure.",False
1910,The Dark Crystal: Age of Resistance,"United Kingdom, United States","August 30, 2019",2019,TV-PG,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy","As power-hungry overlords drain life from the planet Thra, a group of brave Gelfling unite on a quest to save their world and fight off the darkness.",False
1911,The Day I Met El Chapo,United States,"October 20, 2017",2017,TV-MA,"Crime TV Shows, Docuseries, International TV Shows","Mexican superstar actress Kate del Castillo reveals the untold story of her encounter with El Chapo Guzmán, the world’s most-wanted drug lord.",False
1912,The Day My Butt Went Psycho!,"Canada, Australia"," June 30, 2015",2015,TV-Y7,"Kids' TV, TV Comedies",A boy and his best friend – his newly detached butt – embark on wacky adventures in a world where humans and their butts live side by side.,True
1913,The Day Will Come,Denmark,"June 1, 2017",2016,TV-14,"International TV Shows, TV Dramas","In 1967, two brothers from Copenhagen, Denmark, wind up in an orphanage, where the headmaster's cruel tyranny slowly provokes the kids to push back.",False
1914,The Deep,"Canada, Australia","November 1, 2019",2019,TV-Y7,Kids' TV,"The Nektons are a family of underwater explorers who discover the hidden secrets of the oceans, including sunken cities, sea creatures and pirates.",True
1915,The Defected,"China, Hong Kong","May 12, 2019",2019,TV-14,"Crime TV Shows, International TV Shows, TV Dramas","After surviving a near-fatal injury on the job, a cop sets out to investigate a conspiracy involving the top brass of the police department.",False
1917,The Devil Is a Part-Timer!,Japan,"April 1, 2019",2013,TV-14,Anime Series,"Thwarted in their attempt to take over the world of Ente Isla, Satan and his general Alciel land in modern-day Tokyo, where they take on human form.",False
1918,The Devil Next Door,United States,"November 4, 2019",2019,TV-MA,"Crime TV Shows, Docuseries","A Cleveland grandfather is brought to trial in Israel, accused of being the infamous Nazi death camp guard known as Ivan the Terrible.",False
1919,The Devil Punisher,Taiwan,"October 26, 2020",2020,TV-14,"International TV Shows, Romantic TV Shows, TV Mysteries","A baker by day and demon fighter by night, a reincarnated deity must jog his amnesiac lover's memory of their millennium-long romance.",False
1921,The Disastrous Life of Saiki K.,Japan,"March 1, 2019",2018,TV-14,"Anime Series, International TV Shows, Teen TV Shows","High school sophomore Kusuo Saiki swore as a child that he would keep his psychic talents hidden, but his abilities still make his life difficult.",True
1922,The Disastrous Life of Saiki K.: Reawakened,Japan,"December 30, 2019",2019,TV-14,"Anime Series, International TV Shows","Kusuo and his gaggle of self-proclaimed friends are back for more psychic mishaps. If he didn't have enough problems before, he's got even more now.",False
1923,The Dragon Prince,"United States, Canada","November 22, 2019",2019,TV-Y7,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",An extraordinary discovery inspires two human princes and an elven assassin to team up on an epic quest to bring peace to their warring lands.,True
1924,The Dream Catchers,Singapore,"October 1, 2017",2009,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",Four engineers from different walks of life cross paths in pursuit of the same selfless dream: making the world a better place – and finding love.,False
1925,The Dream Job,Singapore,"June 1, 2017",2016,TV-14,"International TV Shows, TV Dramas","A mysterious, wealthy man offers three people a lucrative, unusual job that may be too good to be true: Live the high life as his children and heirs.",False
1926,The Drunk and on Drugs Happy Funtime Hour,Canada,"August 24, 2018",2011,TV-MA,"International TV Shows, TV Comedies","A variety-show production trips up big time when the cast members take their roles to new heights, and the line between fact and fiction blurs.",False
1927,The Duchess,United Kingdom,"September 11, 2020",2020,TV-MA,"British TV Shows, International TV Shows, TV Comedies","Katherine's a single mom juggling her career, her tween daughter, her relationship with her boyfriend — and pondering getting pregnant with her ex.",False
1929,The Eddy,"United Kingdom, Germany, United States, France","May 8, 2020",2020,TV-MA,"International TV Shows, TV Dramas","The owner of a Paris jazz club gets tangled up with dangerous criminals as he fights to protect his business, his band and his teenage daughter.",False
1930,The Eighties,United States,"September 30, 2018",2016,TV-PG,Docuseries,"This nostalgic documentary series relives the 1980s from a variety of angles, exploring its impact on the politics, technology and culture of today.",False
1931,The End of the F***ing World,United Kingdom,"November 5, 2019",2019,TV-MA,"British TV Shows, International TV Shows, TV Comedies",A budding teen psychopath and a rebel hungry for adventure embark on a star-crossed road trip in this darkly comic series based on a graphic novel.,True
1932,The English Game,United Kingdom,"March 20, 2020",2020,TV-14,"British TV Shows, International TV Shows, TV Dramas",Two 19th-century footballers on opposite sides of a class divide navigate professional and personal turmoil to change the game — and England — forever.,False
1933,The Epic Tales of Captain Underpants,United States,"July 19, 2019",2019,TV-Y7,"Kids' TV, TV Comedies",Fourth-grade friends George and Harold have a shared love of pranks and comic books – and turning their principal into an undies-wearing superhero.,True
1934,The Epic Tales of Captain Underpants in Space,United States,"July 10, 2020",2020,TV-Y7,"Kids' TV, TV Action & Adventure, TV Comedies",Best friends George and Harold — along with their classmates and tyrannical principal — are recruited for a mysterious mission in outer space.,False
1935,The Expanding Universe of Ashley Garcia,United States,"December 9, 2020",2020,TV-PG,"Kids' TV, TV Comedies, Teen TV Shows",15-year-old scientist Ashley Garcia explores the great unknown of modern teendom after moving across the country to pursue a career in robotics.,True
1937,The Fear,United Kingdom,"March 31, 2017",2012,TV-MA,"British TV Shows, Crime TV Shows, TV Dramas","Richie Beckett is an aging Brighton crime boss who's struggling with the onset of dementia, just as a rival gang is trying to take over his territory.",False
1938,The Fierce Wife,Taiwan,"September 1, 2016",2010,TV-MA,"International TV Shows, Romantic TV Shows, TV Dramas",Beautiful housewife Xie An Zhen seems to be living the perfect life but finds her world crumbling after learning that her husband is cheating on her.,False
1939,The Final Table,United States,"November 20, 2018",2018,TV-PG,Reality TV,Teams of elite chefs vie to impress the world's toughest palates as they whip up iconic dishes from nine nations in this star-packed competition.,False
1940,The Five,United Kingdom,"September 15, 2017",2016,TV-MA,"British TV Shows, Crime TV Shows, TV Dramas","Twenty years after 5-year-old Jesse disappears near his home, his DNA turns up at the scene of a woman's murder, baffling his family and the police.",False
1941,The Fix,United States,"December 14, 2018",2018,TV-MA,TV Comedies,"Comedians Jimmy Carr, D.L. Hughley and Katherine Ryan tackle the world's woes with help from a rotating crew of funny guests and an actual expert.",False
1942,The Flash,United States,"May 20, 2020",2019,TV-14,"Crime TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy",A forensics expert who wakes from a coma with amazing new powers squares off against forces threatening the city in this live-action superhero romp.,True
1943,The Forest of Love: Deep Cut,Japan,"April 30, 2020",2020,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",Nothing's as it seems when a charismatic conman and an aspiring film crew delve into the lives of two emotionally scarred women.,False
1944,The Fosters,United States," October 5, 2017",2017,TV-14,TV Dramas,"This offbeat drama charts the ups and downs of an interracial lesbian couple and their multiethnic brood of biological, adopted and foster children.",True
1945,The Frankenstein Chronicles,United Kingdom,"February 20, 2018",2017,TV-MA,"British TV Shows, Crime TV Shows, International TV Shows","A detective tracks what seems to be a killer with a taste for dismemberment in 1827 London, but the case leads in a far more terrifying direction.",True
1946,The Frozen Dead,France,"January 1, 2018",2017,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",A grisly find atop a mountain in the French Pyrenees leads investigator Martin Servaz into a twisted dance with a serial killer in this icy thriller.,False
1947,The Furchester Hotel,"United Kingdom, United States"," February 1, 2017",2015,TV-Y,"British TV Shows, Kids' TV","Elmo hops across the pond to help his extended monster family solve problems at their ""almost"" world-class establishment, the Furchester Hotel.",True
1948,The Future of Water,Norway,"July 1, 2016",2007,TV-PG,"Docuseries, International TV Shows, Science & Nature TV",A look at the deeply intertwined history of humanity and fresh water reveals looming challenges that could upend power structures around the world.,False
